ID	ЖАНР	СБОРНИК	НАЗВАНИЕ	ГОД	ПОЛ	ИМЯ	КАТЕГОРИЯ	ТИП	СЛОВ	ЛЕКС
3544	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Батюшков Константин Николаевич	Поэт	4	701	0,72
3545	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Богдан	Религиозный деятель	4	701	0,72
3546	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Бродский Иосиф Александрович	Поэт	4	701	0,72
3547	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Искандер Фазиль Абдулович	Писатель	4	701	0,72
3548	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Кузмин Михаил Алексеевич	Поэт	4	701	0,72
3549	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	Ж	Старовойтова Галина Васильевна	Политический деятель	4	701	0,72
3550	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Хлебников Велемир Викторович	Поэт	4	701	0,72
3551	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	М	Шмаков Геннадий	Литературный деятель	4	701	0,72
3552	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	Ж	Штерн Людмила	Писатель	4	701	0,72
3553	ПРОЗА	ОГОНЕК №11 (МАРТ 2002)	ПАЛИНДРОМНЫЙ ГОД	2002	М	Авалиани Дмитрий Сергеевич	Поэт	4	282	0,83
3554	ПРОЗА	ОГОНЕК №11 (МАРТ 2002)	ПАЛИНДРОМНЫЙ ГОД	2002	М	Бубнов Александр Викторович	Литературный деятель	4	282	0,83
3555	ПРОЗА	ОГОНЕК №11 (МАРТ 2002)	ПАЛИНДРОМНЫЙ ГОД	2002	М	Лукомников Герман Евгеньевич	Поэт	4	282	0,83
3556	ПРОЗА	ОГОНЕК №11 (МАРТ 2002)	ПАЛИНДРОМНЫЙ ГОД	2002	М	Федин Сергей Викторович	Поэт	4	282	0,83
3557	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Бетанкур Августин Августинович	Инженер	4	162	0,84
3558	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Бове Осип Иванович	Архитектор	4	162	0,84
3559	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Леонидов Иван Ильич	Архитектор	4	162	0,84
3560	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Мандельштам Осип Эмильевич	Поэт	4	162	0,84
3561	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Пастернак Борис Леонидович	Поэт, писатель	4	162	0,84
3562	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Херасков Михаил Матвеевич	Поэт	4	162	0,84
3563	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Щусев Алексей Викторович	Архитектор	4	162	0,84
3564	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЖАРИМ МИРАЖ (Песни из пепла после пожара Манежа)	2004	М	Ян	Художник	4	162	0,84
3565	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Бизнесенский	Лирический персонаж	4	4745	0,59
3566	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Блок Александр Александрович	Поэт	4	4745	0,59
3567	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Борхес Хорхе Луис	Писатель	4	4745	0,59
3568	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Божилов Божидар	Поэт	4	4745	0,59
3569	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Костров Владимир Андреевич	Поэт	4	4745	0,59
3570	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Набоков Владимир Владимирович	Писатель	4	4745	0,59
3571	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Параджанов Сергей Иосифович	Режиссер	4	4745	0,59
3572	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Чубайс Анатолий	Бизнес	4	4745	0,59
3573	ПРОЗА	Собрание сочинений в 7 томах (том 5)	МОСТИК	2002	М	Шагал Марк Захарович	Художник	4	4745	0,59
3574	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Бретон Андре	Поэт, писатель	4	702	0,72
3575	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Грибачев Николай Матвеевич	Поэт, писатель	4	702	0,72
3576	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	Ж	Ивинская Ольга Всеволодовна	Муза	4	702	0,72
3577	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Кожевников Вадим Михайлович	Писатель	4	702	0,72
3578	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Мальшко Василий	Писатель	4	702	0,72
3579	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Ошанин Лев Иванович	Поэт	4	702	0,72
3580	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Пастернак Борис Леонидович	Поэт, писатель	4	702	0,72
3581	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Пикассо Пабло	Художник	4	702	0,72
3582	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Поликарпов Дмитрий Алексеевич	Политический деятель	4	702	0,72
3583	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Прокофьев Александр Андреевич	Поэт	4	702	0,72
3584	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Сучков Борис Леонтьевич	Литературный деятель	4	702	0,72
3585	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Твардовский Александр Трифонович	Поэт	4	702	0,72
3586	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Торез Морис	Политический деятель	4	702	0,72
3587	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Торез Поль	Политический деятель	4	702	0,72
3588	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Хрущёв Никита Сергеевич	Политический деятель	4	702	0,72
3589	ПРОЗА	Журнал «ЗНАМЯ»	О ЖУРНАЛЕ «ЗНАМЯ»	2001	М	Эренбург Илья Григорьевич	Писатель	4	702	0,72
3590	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Астафьев Виктор Петрович	Писатель	4	284	0,82
3591	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Блок Александр Александрович	Поэт	4	284	0,82
3592	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Боград Владимир Михайлович	Бизнес	2	284	0,82
3593	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Валентин	Религиозный деятель	4	284	0,82
3594	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Ван Гог Винсент	Художник	4	284	0,82
3595	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Державин Гавриил Романович	Поэт	4	284	0,82
3596	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Киркоров Филипп Бедросович	Певец	4	284	0,82
3597	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Маяковский Владимир Владимирович	Поэт	4	284	0,82
3598	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Наполеон Бонапарт	Историческая личность	4	284	0,82
3599	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Пастернак Борис Леонидович	Поэт, писатель	4	284	0,82
3600	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Паунд Эзра	Поэт	4	284	0,82
3601	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Сент-Бёв Шарль Огюстен	Литературный деятель	4	284	0,82
3602	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Сорокин Владимир Георгиевич	Писатель	4	284	0,82
3603	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Уайльд Оскар	Писатель	4	284	0,82
3604	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	Ж	Хари Мата	Танцовщица	4	284	0,82
3605	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Церетели Зураб Константинович	Художник, скульптор	4	284	0,82
3606	ПРОЗА	МОСКОВСКИЙ КОМСОМОЛЕЦ	ЧАСЫ СЫЧА	2001	М	Янковский Олег Иванович	Актер	4	284	0,82
3607	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Ахмадулина Белла Ахатовна	Поэт	4	161	0,79
3608	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Бах Иоганн Себастьян	Композитор	4	161	0,79
3609	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Бедуля Владимир Леонтьич	Крестьянин, фермер	4	161	0,79
3610	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Белинский Виссарион Григорьевич	Литературный деятель	4	161	0,79
3611	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Бенуа Александр Николаевич	Художник	4	161	0,79
3612	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Блок Александр Александрович	Поэт	4	161	0,79
3613	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Булгакова Елена Сергеевна	Муза	4	161	0,79
3614	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Веснин Александр Александрович	Архитектор	4	161	0,79
3615	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Врубель Михаил Александрович	Художник	4	161	0,79
3616	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Гинзбург Моисей Яковлевич	Архитектор	4	161	0,79
3617	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Гончаров Иван Александрович	Писатель	4	161	0,79
3618	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Гун Роберт Иванович	Художник	4	161	0,79
3619	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Даргомыжский Александр Сергеевич	Композитор	4	161	0,79
3620	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Дебюсси Клод	Композитор	4	161	0,79
3621	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Денисьева Елена Александровна	Муза	4	161	0,79
3622	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Дионисий	Художник	4	161	0,79
3623	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Достоевский Фёдор Михайлович	Писатель	4	161	0,79
3624	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Ефремов Олег Николаевич	Актер	4	161	0,79
3625	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Есенин Сергей Александрович	Поэт	4	161	0,79
3626	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Эйзенштейн Сергей Михайлович	Режиссер	4	161	0,79
3627	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Эйфман Борис Яковлевич	Хореограф	4	161	0,79
3628	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Фет Афанасий Афанасьевич	Поэт	4	161	0,79
3629	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Филонов Павел Николаевич	Художник	4	161	0,79
3630	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Флёров Георгий Николаевич	Учёный	4	161	0,79
3631	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	фон Мекк Надежда Филаретовна	Муза	4	161	0,79
3632	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Герцен Александр Иванович	Писатель	4	161	0,79
3633	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Иоаким	Религиозный деятель	4	161	0,79
3634	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Калинин Виктор Григорьевич	Художник	4	161	0,79
3635	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Каминский Виктор Александрович	Архитектор	4	161	0,79
3636	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Кандинская Нина Николаевна	Меценат	4	161	0,79
3637	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кандинский Василий Васильевич	Художник	4	161	0,79
3638	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Карамзин Николай Михайлович	Писатель	4	161	0,79
3639	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Караченцов Николай Петрович	Актер	4	161	0,79
3640	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Карякин Юрий Фёдорович	Литературный деятель	4	161	0,79
3641	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кокто Жан	Поэт	4	161	0,79
3642	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кольцов Алексей Васильевич	Поэт	4	161	0,79
3643	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кончаловский Пётр Петрович	Художник	4	161	0,79
3644	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Коненков Сергей Тимофеевич	Скульптор	4	161	0,79
3645	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Коренди Вера Борисовна	Муза	4	161	0,79
3646	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Королев Юрий Константинович	Художник	4	161	0,79
3647	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Крамской Иван Николаевич	Художник	4	161	0,79
3648	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кропоткин Пётр Алексеевич	Писатель	4	161	0,79
3649	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Крут Фелисса Михайловна	Муза	4	161	0,79
3650	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кузнечик Иван	Подмастерье	4	161	0,79
3651	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Кушнер Александр Семёнович	Поэт	4	161	0,79
3652	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Лажечников Иван Иванович	Писатель	4	161	0,79
3653	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Левитан Исаак Ильич	Художник	4	161	0,79
3654	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Лентулов Аристарх Васильевич	Художник	4	161	0,79
3655	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Леонидов Иван Ильич	Архитектор	4	161	0,79
3656	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Лермонтов Михаил Юрьевич	Поэт	4	161	0,79
3657	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Лихачёв Дмитрий Сергеевич	Ученый	4	161	0,79
3658	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Малевич Казимир Северинович	Художник	4	161	0,79
3659	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Мамонтова Вера Николаевна	Музыкант	4	161	0,79
3660	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Маркес Габриэль Гарсия	Писатель	4	161	0,79
3661	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Матвеев Артамон Сергеевич	Политический деятель	4	161	0,79
3662	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	Ж	Матье Мирей	Певец	4	161	0,79
3663	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Мессиан Оливье	Композитор	4	161	0,79
3664	ПРОЗА	ПРОРАБЫ ДУХА	ПРОРАБЫ ДУХА	1984	М	Михалков Никита Сергеевич	Режиссер	4	161	0,79
