ID	ЖАНР	СБОРНИК	НАЗВАНИЕ	ГОД	ПОЛ	ИМЯ	КАТЕГОРИЯ	ТИП	СЛОВ	ЛЕКС
3401	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Фет Афанасий Афанасьевич	Поэт	4	2510	0,57
3402	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Филонов Павел Николаевич	Художник	4	2510	0,57
3403	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Франческа Пьеро делла	Художник	4	2510	0,57
3404	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Хлебников Велемир Викторович	Поэт	4	2510	0,57
3405	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Чайковский Пётр Ильич	Композитор	4	2510	0,57
3406	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Шостакович Дмитрий Дмитриевич	Композитор	4	2510	0,57
3407	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	М	Эйхенбаум Борис Михайлович	Литературный деятель	4	2510	0,57
3408	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	ПИСЬМА ИЗ ПЕРЕДЕЛКИНА (первое и второе письмо критику Адольфу)	1973	Ж	Жаклин (Пикассо)	Муза	4	2510	0,57
3409	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	Ж	Ахматова Анна Андреевна	Поэт	4	1726	0,63
3410	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Анреп Борис Васильевич	Художник	4	1726	0,63
3411	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Бадалян Левон Оганесович	Врач	4	1726	0,63
3412	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Берлин Исайя	Философ	4	1726	0,63
3413	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Блок Александр Александрович	Поэт	4	1726	0,63
3414	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Врубель Михаил Александрович	Художник	4	1726	0,63
3415	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Высоцкий Владимир Семенович	Музыкант, поэт	4	1726	0,63
3416	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Гинсберг Аллен	Поэт	4	1726	0,63
3417	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Давыдов Денис Васильевич	Поэт	4	1726	0,63
3418	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Дельвиг Антон Антонович	Поэт	4	1726	0,63
3419	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Дилан Боб	Музыкант, поэт	4	1726	0,63
3420	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Достоевский Фёдор Михайлович	Писатель	4	1726	0,63
3421	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Золотухин Валерий Сергеевич	Актер	4	1726	0,63
3422	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Карякин Юрий Федорович	Литературный деятель	4	1726	0,63
3423	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Леннон Джон	Музыкант	4	1726	0,63
3424	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Лихачёв Дмитрий Сергеевич	Ученый	4	1726	0,63
3425	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Маяковский Владимир Владимирович	Поэт	4	1726	0,63
3426	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Маркес Габриэль Гарсия	Писатель	4	1726	0,63
3427	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Мур Генри	Скульптор	4	1726	0,63
3428	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Наровчатов Сергей Сергеевич	Поэт	4	1726	0,63
3429	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	Ж	Индира Ганди	Политический деятель	4	1726	0,63
3430	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Неруда Пабло	Поэт	4	1726	0,63
3431	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Оливье Лоуренс	Актер	4	1726	0,63
3432	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Омлетов	Лирический персонаж	4	1726	0,63
3433	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Оден Уистен Хью	Поэт	4	1726	0,63
3434	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Павлов Леонид Николаевич	Архитектор	4	1726	0,63
3435	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Пастернак Борис Леонидович	Поэт, писатель	4	1726	0,63
3436	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	Ж	Плисецкая Майя Михайловна	Балет	4	1726	0,63
3437	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Рублев Андрей	Художник	4	1726	0,63
3438	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Симонов Константин Михайлович	Поэт, писатель	4	1726	0,63
3439	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Смехов Вениамин Борисович	Актер	4	1726	0,63
3440	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Спендер Стивен	Поэт	4	1726	0,63
3441	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Табаков Олег Павлович	Актер	4	1726	0,63
3442	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Таривердиев Микаэл Леонович	Композитор	4	1726	0,63
3443	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Томас Дилан	Поэт	4	1726	0,63
3444	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Трифонов Юрий Валентинович	Писатель	4	1726	0,63
3445	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Ферлингетти Лоуренс	Поэт	4	1726	0,63
3446	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Хмельницкий Борис Алексеевич	Актер	4	1726	0,63
3447	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Чайковский Пётр Ильич	Композитор	4	1726	0,63
3448	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Шагал Марк Захарович	Художник	4	1726	0,63
3449	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Щедрин Родион Константинович	Композитор	4	1726	0,63
3450	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Элиот Томас Стернз	Поэт	4	1726	0,63
3451	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Эль Греко	Художник	4	1726	0,63
3452	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Эйнштейн Альберт	Учёный	4	1726	0,63
3453	ПРОЗА	СОБРАНИЕ СОЧИНЕНИЙ В 3 ТОМАХ	O и ВМЕСТО ПОСЛЕСЛОВИЯ	1984	М	Яндл Эрнст	Поэт	4	1726	0,63
3454	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Заболоцкий Николай Алексеевич	Поэт	4	335	0,84
3455	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Клее Пауль	Художник	4	335	0,84
3456	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Лорка Федерико Гарсия	Поэт	4	335	0,84
3457	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Матисс Анри	Художник	4	335	0,84
3458	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Миро Жоан	Художник	4	335	0,84
3459	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Пикассо Пабло	Художник	4	335	0,84
3460	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Райт Фрэнк Ллойд	Архитектор	4	335	0,84
3461	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	ОТСТУПЛЕНИЯ В ВИДЕ МОНОЛОГОВ БИТНИКОВ	1962	М	Руссо Анри	Художник	4	335	0,84
3462	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Боков Виктор Фёдорович	Поэт	4	529	0,75
3463	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Буров Константин	Редактор	4	529	0,75
3464	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Де Фалла Мануэль	Композитор	4	529	0,75
3465	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Ленин Владимир Ильич	Революционер	4	529	0,75
3466	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Лермонтов Михаил Юрьевич	Поэт	4	529	0,75
3467	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Лорка Федерико Гарсия	Поэт	4	529	0,75
3468	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Маркс Карл	Философ	4	529	0,75
3469	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Медведев Владимир	Художник	4	529	0,75
3470	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	Ж	Мейзелаттис Зоя	Редактор	4	529	0,75
3471	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	Ж	Морозова Лариса	Корректор	4	529	0,75
3472	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Пикассо Пабло	Художник	4	529	0,75
3473	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Пушкин Александр Сергеевич	Поэт	4	529	0,75
3474	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Сикейрос Давид Альфаро	Художник	4	529	0,75
3475	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Соколов Р.	Редактор	4	529	0,75
3476	ПРОЗА	40 ЛИРИЧЕСКИХ ОТСТУПЛЕНИЙ ОТ ПОЭМЫ ТРЕУГОЛЬНАЯ ГРУША	СТУДЕНЧЕСКОЕ, ОЗОРНОЕ	1962	М	Элюар Поль	Поэт	4	529	0,75
3477	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Бараташвили Николоз	Поэт	4	635	0,73
3478	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Брунеллески Филиппо	Архитектор	4	635	0,73
3479	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Грибоедов Александр Сергеевич	Драматург	4	635	0,73
3480	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Гудиашвили Ладо Давидович	Художник	4	635	0,73
3481	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Какабадзе Давид	Художник	4	635	0,73
3482	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Кирион	Историк	4	635	0,73
3483	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Микеланджело Буонарроти	Художник, скульптор	4	635	0,73
3484	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Модильяни Амедео	Художник	4	635	0,73
3485	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Пушкин Александр Сергеевич	Поэт	4	635	0,73
3486	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Россетти Данте Габриэль	Поэт, художник	4	635	0,73
3487	ПРОЗА	ИВЕРСКИЙ СВЕТ	ВСТУПЛЕНИЕ	1984	М	Церетели Зураб Константинович	Художник, скульптор	4	635	0,73
3488	ПРОЗА	РОВ	ГУМ	1987	М	Андронов Николай Иванович	Художник	4	825	0,71
3489	ПРОЗА	РОВ	ГУМ	1987	М	Бове Осип Иванович	Архитектор	4	825	0,71
3490	ПРОЗА	РОВ	ГУМ	1987	М	Клюев Николай Алексеевич	Поэт	4	825	0,71
3491	ПРОЗА	РОВ	ГУМ	1987	М	Померанцев Александр Никифорович	Архитектор	4	825	0,71
3492	ПРОЗА	РОВ	ГУМ	1987	М	Посохин Михаил Васильевич	Архитектор	4	825	0,71
3493	ПРОЗА	РОВ	ГУМ	1987	М	Сахновский	Инженер	4	825	0,71
3494	ПРОЗА	РОВ	ГУМ	1987	М	Солари Антонио	Архитектор	4	825	0,71
3495	ПРОЗА	РОВ	ГУМ	1987	М	Фрязин Марко	Архитектор	4	825	0,71
3496	ПРОЗА	РОВ	ГУМ	1987	М	Хейли Артур	Писатель	4	825	0,71
3497	ПРОЗА	РОВ	ГУМ	1987	М	Чечулин Дмитрий Николаевич	Архитектор	4	825	0,71
3498	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Абашидзе Ираклий Виссарионович	Поэт	4	1938	0,63
3499	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Аверинцев Сергей Сергеевич	Литературный деятель	4	1938	0,63
3500	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Амлинский Владимир Ильич	Писатель	4	1938	0,63
3501	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	Ж	Антонова Ирина Александровна	Деятель искусства и культуры	4	1938	0,63
3502	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Батый Андрей	Философ	4	1938	0,63
3503	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Блок Александр Александрович	Поэт	4	1938	0,63
3504	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Быков Василь Владимирович	Писатель	4	1938	0,63
3505	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Ваншенкин Константин Яковлевич	Поэт	4	1938	0,63
3506	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Данин Даниил Семёнович	Писатель	4	1938	0,63
3507	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Есенин Сергей Александрович	Поэт	4	1938	0,63
3508	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Евтушенко Евгений Александрович	Поэт	4	1938	0,63
3509	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Залыгин Сергей Павлович	Писатель	4	1938	0,63
3510	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	Ж	Ивинская Ольга Всеволодовна	Муза	4	1938	0,63
3511	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Иванов Вячеслав Всеволодович	Литературный деятель	4	1938	0,63
3512	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Каверин Вениамин Александрович	Писатель	4	1938	0,63
3513	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Коган Павел Давыдович	Поэт	4	1938	0,63
3514	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Конт Семён Яковлевич	Поэт	4	1938	0,63
3515	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Коротич Виталий Алексеевич	Поэт, писатель	4	1938	0,63
3516	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	Ж	Космодемьянская Зоя Анатольевна	Партизанка, героиня	4	1938	0,63
3517	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Кушнер Александр Семёнович	Поэт	4	1938	0,63
3518	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Лермонтов Михаил Юрьевич	Поэт	4	1938	0,63
3519	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Лесневский Станислав	Литературный деятель	4	1938	0,63
3520	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Лихачёв Дмитрий Сергеевич	Ученый	4	1938	0,63
3521	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Липкин Семён Израилевич	Поэт	4	1938	0,63
3522	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	Ж	Лиснянская Инна Львовна	Поэт	4	1938	0,63
3523	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Маяковский Владимир Владимирович	Поэт	4	1938	0,63
3524	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Михайлов Александр	Литературный деятель	4	1938	0,63
3525	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Михалков Никита Сергеевич	Режиссер	4	1938	0,63
3526	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Новиков Владимир	Литературный деятель	4	1938	0,63
3527	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Озеров Лев Адольфович	Поэт	4	1938	0,63
3528	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Островский Александр Николаевич	Драматург	4	1938	0,63
3529	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Пастернак Борис Леонидович	Поэт, писатель	4	1938	0,63
3530	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Пастернак Евгений Борисович	Литературный деятель	4	1938	0,63
3531	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Рождественский Роберт Иванович	Поэт	4	1938	0,63
3532	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Самойлов Давид Самуилович	Поэт	4	1938	0,63
3533	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Сидоров Евгений	Литературный деятель	4	1938	0,63
3534	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Скрябин Александр Николаевич	Композитор	4	1938	0,63
3535	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Солоухин Владимир Алексеевич	Писатель	4	1938	0,63
3536	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Толстой Лев Николаевич	Писатель	4	1938	0,63
3537	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Урбан Адольф Адольфович	Литературный деятель	4	1938	0,63
3538	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Ферми Энрико	Учёный	4	1938	0,63
3539	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Фрейденберг Ольга Михайловна	Литературный деятель	4	1938	0,63
3540	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	М	Хрущёв Никита Сергеевич	Политический деятель	4	1938	0,63
3541	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	Ж	Чудакова Мариэтта Омаровна	Литературный деятель	4	1938	0,63
3542	ПРОЗА	РОВ	ПЕРВЫЙ ГОД КОМИССИИ	1987	Ж	Чуковская Лидия Корнеевна	Писатель	4	1938	0,63
3543	ПРОЗА	СТРАДИВАРИ СОСТРАДАНЬЯ	ДЕРЕВЬЯ БЕЗ НОМЕРКОВ	1999	Ж	Ахматова Анна Андреевна	Поэт	4	701	0,72
